IDCentro,Client,Channel 1,Channel 2,CD
AV57,13815217,UC,UC,CD Tulua
AV04,13527890,UC,UC,CD Tibasosa
AV16,12749898,UC,UC,CD Pereira
AV26,10750644,UC,UC,CD Autosur
AV17,13355825,UC,UC,CD Girardot
AV55,13862132,UC,UC,CD Girardota
AV66,11607584,UC,UC,CD Chiquinquira
AV46,13047525,UD DSD,UD DSD,CD Cali
AV50,10596636,UC,UC,CD Siberia
AV23,14159379,UC,UC,CD Bucaramanga
AV42,11653140,UC,UC,CD Tunja
AV10,13815062,UC,UC,CD Turbaco
AV55,13327638,UC,UC,CD Girardota
AV52,10555697,UC,UC,CD Aranjuez UDC
AV27,12887821,UC,UC,CD Ibague
AV46,13227262,UC,UC,CD Cali
AV42,12797973,UC,UC,CD Tunja
AV47,13860503,UC,UC,CD Sibate
AV46,12650604,UC,UC,CD Cali
AV06,10492452,UC,UC,CD Tocancipa
AV10,11691682,UC,UC,CD Turbaco
AV68,13937531,UC,UC,CD Bodega MKP Tocancipá
AV12,10474048,UC,UC,CD Valledupar
AV68,13762278,UC,UC,CD Bodega MKP Tocancipá
AV19,12512797,UC,UC,CD Villavicencio
AV47,11607577,UC,UC,CD Sibate
AV24,14187713,UC,UC,CD Yopal
AV52,12394758,UC,UC,CD Aranjuez UDC
AV23,11289124,UC,UC,CD Bucaramanga
AV47,11131052,UC,UC,CD Sibate
AV49,14157513,UC,UC,CD Metroparque
AV34,13935990,UC,UC,CD Puente Nacional
AV06,12205300,KA,KA,CD Tocancipa
AV20,10372997,UC,UC,CD Cucuta
AV34,14194200,UC,UC,CD Puente Nacional
AV15,12241911,UC,UC,CD Pasto
AV18,11675822,UC,UC,CD Neiva
AV46,13498390,UC,UC,CD Cali
AV19,11481230,UC,UC,CD Villavicencio
AV16,12564175,UC,UC,CD Pereira
AV39,11459579,UC,UC,CD Monteria
AV13,12758236,UC,UC,CD Corozal
AV23,13925746,UC,UC,CD Bucaramanga
AV26,10750388,UC,UC,CD Autosur
AV23,10451311,UC,UC,CD Bucaramanga
AV24,12635182,UC,UC,CD Yopal
AV47,13732881,UC,UC,CD Sibate
AV06,11530569,UC,UC,CD Tocancipa
AV20,10392599,UC,UC,CD Cucuta
AV26,11597911,UC,UC,CD Autosur
AV05,11303292,UD DSD,UD DSD,CD Itagüi
AV26,10751331,UC,UC,CD Autosur
AV26,10757099,UC,UC,CD Autosur
AV19,14186438,UC,UC,CD Villavicencio
AV49,14150879,UC,UC,CD Metroparque
AV16,12569788,UC,UC,CD Pereira
AV11,12532379,UC,UC,CD Santa Marta
AV46,13944673,UC,UC,CD Cali
AV42,12937621,UC,UC,CD Tunja
AV23,10465472,UC,UC,CD Bucaramanga
AV22,13037713,UC,UC,CD Armenia
AV05,14121747,UC,UC,CD Itagüi
AV17,14193412,UC,UC,CD Girardot
AV05,13757027,UD DSD,UD DSD,CD Itagüi
AV16,13545537,UC,UC,CD Pereira
AV06,12993851,UC,UC,CD Tocancipa
AV55,13930057,UC,UC,CD Girardota
AV20,13056735,UC,UC,CD Cucuta
AV26,12868866,UC,UC,CD Autosur
AV05,14136593,UC,UC,CD Itagüi
AV16,12559214,UC,UC,CD Pereira
AV05,11283375,UD DSD,UD DSD,CD Itagüi
AV78,12631150,KA,UC,CD Montevideo
AV73,13925276,UC,UC,CD El Jardin UDC
AV06,10493147,UC,UC,CD Tocancipa
AV49,13186162,UC,UC,CD Metroparque
AV52,10545349,UC,UC,CD Aranjuez UDC
AV06,10484704,UC,UC,CD Tocancipa
AV55,10772487,UC,UC,CD Girardota
AV18,12965690,UC,UC,CD Neiva
AV17,12494000,UC,UC,CD Girardot
AV06,13045731,UC,UC,CD Tocancipa
AV70,13495127,UC,UC,CD Envigado UDC
AV47,13408752,UC,UC,CD Sibate
AV19,13947744,UC,UC,CD Villavicencio
AV34,14165833,UC,UC,CD Puente Nacional
AV71,13308862,UC,UC,CD Chapinero UDC
AV78,13385006,UC,UC,CD Montevideo
AV30,13298807,UC,UC,CD Riohacha
AV36,10268378,UC,UC,CD Fonseca
AV46,12650409,UD DSD,UD DSD,CD Cali
AV13,10158372,UC,UC,CD Corozal
AV46,11682693,UC,UC,CD Cali
AV16,10421785,UC,UC,CD Pereira
AV45,12268931,UC,UC,CD Av Colombia UDC
AV46,12504939,UC,UC,CD Cali
AV39,12465076,UC,UC,CD Monteria
AV17,13204455,UC,UC,CD Girardot
AV05,10550847,UC,UC,CD Itagüi
AV26,10749199,UC,UC,CD Autosur
AV53,11493345,UC,UC,CD Bosa UDC
AV17,13680938,UC,UC,CD Girardot
AV46,13988782,UC,UC,CD Cali
AV16,10421789,UC,UC,CD Pereira
AV47,10758619,UC,UC,CD Sibate
AV06,12219916,UC,UC,CD Tocancipa
AV42,12480548,UC,UC,CD Tunja
AV24,12188655,UC,UC,CD Yopal
AV42,13950274,UC,UC,CD Tunja
AV05,14035665,KA,KA,CD Itagüi
AV47,14095171,UC,UC,CD Sibate
AV70,12189092,UC,UC,CD Envigado UDC
AV19,11330805,UC,UC,CD Villavicencio
AV49,12159254,UC,UC,CD Metroparque
AV02,12887298,UC,UC,CD Bucaramanga
AV06,10492953,UC,UC,CD Tocancipa
AV49,11326993,UC,UC,CD Metroparque
AV16,12120476,UC,UC,CD Pereira
AV50,13747797,UC,UC,CD Siberia
AV47,13842257,UC,UC,CD Sibate
AV12,12477988,UC,UC,CD Valledupar
AV55,14084756,UC,UC,CD Girardota
AV53,13955067,UC,UC,CD Bosa UDC
AV57,12472515,UC,UC,CD Tulua
AV20,13218614,UC,UC,CD Cucuta
AV49,12926837,UC,UC,CD Metroparque
AV78,10654868,UC,UC,CD Montevideo
AV20,10383932,UC,UC,CD Cucuta
AV06,13526706,UC,UC,CD Tocancipa
AV27,12131766,UC,UC,CD Ibague
AV46,13814346,UC,UC,CD Cali
AV55,11423556,UC,UC,CD Girardota
AV42,10924848,UC,UC,CD Tunja
AV06,12532463,UC,UC,CD Tocancipa
AV46,13968671,UD DSD,UD DSD,CD Cali
AV46,13812642,UC,UC,CD Cali
AV26,10751790,UC,UC,CD Autosur
AV16,12270696,UC,UC,CD Pereira
AV26,10746446,UC,UC,CD Autosur
AV78,14106511,UC,UC,CD Montevideo
AV04,13845000,UC,UC,CD Tibasosa
AV46,11513616,UC,UC,CD Cali
AV46,14032933,UC,UC,CD Cali
AV01,13200919,KA,KA,CD Yumbo
AV26,10750400,UC,UC,CD Autosur
AV46,11664371,UC,UC,CD Cali
AV69,12440502,UC,UC,CD CAR Torices UDC
AV16,14122433,UC,UC,CD Pereira
AV55,11290892,UC,UC,CD Girardota
AV12,13981806,KA,UC,CD Valledupar
AV06,10488258,UC,UC,CD Tocancipa
AV26,10591220,UC,UC,CD Autosur
AV72,13243839,UC,UC,CD Cenfer UDC
AV34,10787733,UC,UC,CD Puente Nacional
AV20,13985212,UC,UC,CD Cucuta
AV55,12884048,UC,UC,CD Girardota
AV20,10392303,UC,UC,CD Cucuta
AV46,12211275,UC,UC,CD Cali
AV57,12182849,UC,UC,CD Tulua
AV49,12629848,UC,UC,CD Metroparque
AV16,10433647,UC,UC,CD Pereira
AV70,10533277,UC,UC,CD Envigado UDC
AV05,12301864,UC,UC,CD Itagüi
AV26,14096977,UC,UC,CD Autosur
AV06,10485022,UC,UC,CD Tocancipa
AV20,13398352,UC,UC,CD Cucuta
AV10,13538688,UC,UC,CD Turbaco
AV04,13224389,UC,UC,CD Tibasosa
AV20,12552140,UC,UC,CD Cucuta
AV68,13768340,UC,UC,CD Bodega MKP Tocancipá
AV42,12221825,UC,UC,CD Tunja
AV46,13220275,UD DSD,UD DSD,CD Cali
AV34,10786669,UC,UC,CD Puente Nacional
AV19,13218769,UC,UC,CD Villavicencio
AV50,11549484,UC,UC,CD Siberia
AV46,11344041,UC,UC,CD Cali
AV19,11215656,UC,UC,CD Villavicencio
AV36,12135220,UC,UC,CD Fonseca
AV06,10484925,UC,UC,CD Tocancipa
AV53,13479027,UC,UC,CD Bosa UDC
AV42,13030953,UC,UC,CD Tunja
AV02,14119941,KA,KA,CD Bucaramanga
AV46,12817223,UC,UC,CD Cali
AV24,11021223,UC,UC,CD Yopal
AV06,11227517,UC,UC,CD Tocancipa
AV37,13398856,UC,UC,CD Barrancabermeja
AV18,11511195,UC,UC,CD Neiva
AV25,13982368,UC,UC,CD Honda
AV24,12800797,UC,UC,CD Yopal
AV78,12564333,UC,UC,CD Montevideo
AV49,11477462,UC,UC,CD Metroparque
AV34,10787848,UC,UC,CD Puente Nacional
AV47,12281006,UC,UC,CD Sibate
AV50,11475351,KA,UC,CD Siberia
AV15,12554331,UC,UC,CD Pasto
AV47,11128914,UC,UC,CD Sibate
AV19,13821554,UC,UC,CD Villavicencio
AV52,10542554,UC,UC,CD Aranjuez UDC
AV05,12434918,UC,UC,CD Itagüi
AV05,11279486,UC,UC,CD Itagüi
AV74,13744816,UC,UC,CD La arenosa
AV42,10293825,UC,UC,CD Tunja
AV24,13963389,UC,UC,CD Yopal
AV34,12181027,UC,UC,CD Puente Nacional
AV22,11165733,UC,UC,CD Armenia
AV23,14167054,UC,UC,CD Bucaramanga
AV13,12154313,UC,UC,CD Corozal
AV25,11294204,UC,UC,CD Honda
AV35,11405282,UC,UC,CD San Gil
AV13,12774883,UC,UC,CD Corozal
AV18,12505451,UC,UC,CD Neiva
AV46,12951384,UC,UC,CD Cali
AV50,11740133,UC,UC,CD Siberia
AV19,14030558,UC,UC,CD Villavicencio
AV50,12544323,UC,UC,CD Siberia
AV22,13927063,UC,UC,CD Armenia
AV53,11034257,UC,UC,CD Bosa UDC
AV17,10630946,UC,UC,CD Girardot
AV26,10752509,UC,UC,CD Autosur
AV47,12514860,UC,UC,CD Sibate
AV70,14040305,UC,UC,CD Envigado UDC
AV26,12283381,KA,UC,CD Autosur
AV53,12168517,UC,UC,CD Bosa UDC
AV16,13734515,UC,UC,CD Pereira
AV26,11719510,UC,UC,CD Autosur
AV22,11186708,UC,UC,CD Armenia
AV53,12949077,UC,UC,CD Bosa UDC
AV12,13931652,UC,UC,CD Valledupar
AV24,12810942,UC,UC,CD Yopal
AV27,12293781,UC,UC,CD Ibague
AV06,10483971,UC,UC,CD Tocancipa
AV04,11702462,UC,UC,CD Tibasosa
AV37,13237898,UC,UC,CD Barrancabermeja
AV04,11372078,UC,UC,CD Tibasosa
AV24,14033925,UC,UC,CD Yopal
AV12,12769739,UC,UC,CD Valledupar
AV06,13485250,UC,UC,CD Tocancipa
AV26,13718770,UC,UC,CD Autosur
AV34,13771228,UC,UC,CD Puente Nacional
AV19,13034341,UC,UC,CD Villavicencio
AV35,13861925,UC,UC,CD San Gil
AV20,10383712,UC,UC,CD Cucuta
AV28,13059144,UC,UC,CD Popayan
AV26,10743343,UC,UC,CD Autosur
AV06,11715897,UC,UC,CD Tocancipa
AV46,13956500,UC,UC,CD Cali
AV17,13960349,UC,UC,CD Girardot
AV52,13868972,UC,UC,CD Aranjuez UDC
AV11,11066494,UC,UC,CD Santa Marta
AV19,12964782,UC,UC,CD Villavicencio
AV49,12631110,UC,UC,CD Metroparque
AV49,14164506,UC,UC,CD Metroparque
AV24,11513282,UC,UC,CD Yopal
AV47,13883757,UC,UC,CD Sibate
AV22,13479141,UC,UC,CD Armenia
AV06,11044463,UC,UC,CD Tocancipa
AV52,10528633,UC,UC,CD Aranjuez UDC
AV42,14022180,UC,UC,CD Tunja
AV13,13928429,UC,UC,CD Corozal
AV06,13050492,UC,UC,CD Tocancipa
AV26,12744798,UC,UC,CD Autosur
AV20,13397995,UC,UC,CD Cucuta
AV50,13544458,UC,UC,CD Siberia
AV49,11282500,UC,UC,CD Metroparque
AV15,13546936,UC,UC,CD Pasto
AV46,12652776,UC,UC,CD Cali
AV05,13889199,UC,UC,CD Itagüi
AV49,12948891,UC,UC,CD Metroparque
AV24,13195506,UC,UC,CD Yopal
AV13,10154651,UC,UC,CD Corozal
AV46,13650988,UC,UC,CD Cali
AV72,12418992,UC,UC,CD Cenfer UDC
AV22,11774787,UC,UC,CD Armenia
AV46,12197226,UD DSD,UD DSD,CD Cali
AV23,14156121,UC,UC,CD Bucaramanga
AV02,14106857,UC,UC,CD Bucaramanga
AV05,12724572,UC,UC,CD Itagüi
AV42,10811743,UC,UC,CD Tunja
AV15,11238826,UC,UC,CD Pasto
AV78,12223601,UC,UC,CD Montevideo
AV06,12294387,KA,KA,CD Tocancipa
AV10,13231455,UC,UC,CD Turbaco
AV78,12718007,UC,UC,CD Montevideo
AV26,12412957,UC,UC,CD Autosur
AV71,11332611,UC,UC,CD Chapinero UDC
AV06,13984844,UC,UC,CD Tocancipa
AV26,10754775,UC,UC,CD Autosur
AV13,12747894,UC,UC,CD Corozal
AV17,13802669,UC,UC,CD Girardot
AV05,11134866,UC,UC,CD Itagüi
AV26,14131998,UC,UC,CD Autosur
AV46,11672519,UC,UC,CD Cali
AV05,14145290,UC,UC,CD Itagüi
AV78,11692137,UC,UC,CD Montevideo
AV50,13216114,UC,UC,CD Siberia
AV27,11136131,UC,UC,CD Ibague
AV46,11482993,UC,UC,CD Cali
AV20,12837860,UC,UC,CD Cucuta
AV57,13173729,UC,UC,CD Tulua
AV17,13649692,UC,UC,CD Girardot
AV20,11567432,UC,UC,CD Cucuta
AV55,13777384,UC,UC,CD Girardota
AV06,13970907,UC,UC,CD Tocancipa
AV26,11123037,UC,UC,CD Autosur
AV06,11669002,UC,UC,CD Tocancipa
AV39,11303058,UC,UC,CD Monteria
AV46,12506463,UD DSD,UD DSD,CD Cali
AV04,11703633,UC,UC,CD Tibasosa
AV55,11773331,UC,UC,CD Girardota
AV26,12132563,UC,UC,CD Autosur
AV39,12602997,UC,UC,CD Monteria
AV55,11488222,UC,UC,CD Girardota
AV24,11010519,UC,UC,CD Yopal
AV22,12152803,UC,UC,CD Armenia
AV15,11238784,UC,UC,CD Pasto
AV78,12392622,UC,UC,CD Montevideo
AV52,10557700,UC,UC,CD Aranjuez UDC
AV46,12506813,UD DSD,UD DSD,CD Cali
AV47,10758793,UC,UC,CD Sibate
AV04,11373503,UC,UC,CD Tibasosa
AV26,10769016,KA,UC,CD Autosur
AV05,12296258,UC,UC,CD Itagüi
AV10,11349975,UC,UC,CD Turbaco
AV49,12942310,UC,UC,CD Metroparque
AV27,13755042,UC,UC,CD Ibague
AV12,12447487,UC,UC,CD Valledupar
AV26,11106247,UC,UC,CD Autosur
AV34,11017424,UC,UC,CD Puente Nacional
AV26,10758410,UC,UC,CD Autosur
AV42,10294403,UC,UC,CD Tunja
AV19,12214213,UC,UC,CD Villavicencio
AV37,12108703,UC,UC,CD Barrancabermeja
AV18,13816924,UC,UC,CD Neiva
AV78,13035988,UC,UC,CD Montevideo
AV06,14095115,UC,UC,CD Tocancipa
AV47,14099616,UC,UC,CD Sibate
AV22,14184221,UC,UC,CD Armenia
AV16,11574302,UD DSD,UD DSD,CD Pereira
AV50,14098470,UC,UC,CD Siberia
AV50,11350610,UC,UC,CD Siberia
AV68,11127890,UC,UC,CD Bodega MKP Tocancipá
AV26,12551145,UC,UC,CD Autosur
AV46,12505122,UD DSD,UD DSD,CD Cali
AV16,14103519,UC,UC,CD Pereira
AV19,13529715,UC,UC,CD Villavicencio
AV06,13998439,UC,UC,CD Tocancipa
AV26,12650431,UC,UC,CD Autosur
AV06,13808399,UC,UC,CD Tocancipa
AV10,12972543,UC,UC,CD Turbaco
AV04,14100910,UC,UC,CD Tibasosa
AV26,14110121,UC,UC,CD Autosur
AV72,12741568,UC,UC,CD Cenfer UDC
AV26,10758173,UC,UC,CD Autosur
AV16,11107758,UC,UC,CD Pereira
AV78,13980137,UC,UC,CD Montevideo
AV42,13475105,UC,UC,CD Tunja
AV17,13651903,UC,UC,CD Girardot
AV52,10536533,UC,UC,CD Aranjuez UDC
AV73,12443987,UC,UC,CD El Jardin UDC
AV49,14150636,UC,UC,CD Metroparque
AV50,13973067,UC,UC,CD Siberia
AV16,11581255,UC,UC,CD Pereira
AV39,12605066,UC,UC,CD Monteria
AV49,14141087,UC,UC,CD Metroparque
AV78,11226778,UC,UC,CD Montevideo
AV05,11265787,UC,UC,CD Itagüi
AV17,13219652,UC,UC,CD Girardot
AV04,13846481,UC,UC,CD Tibasosa
AV01,10968654,KA,KA,CD Yumbo
AV06,13936400,KA,KA,CD Tocancipa
AV10,11535992,UC,UC,CD Turbaco
AV24,13958517,UC,UC,CD Yopal
AV05,13108886,UC,UC,CD Itagüi
AV53,13185804,UC,UC,CD Bosa UDC
AV11,12845277,UC,UC,CD Santa Marta
AV04,12245423,UC,UC,CD Tibasosa
AV45,10543830,UC,UC,CD Av Colombia UDC
AV52,10541031,UC,UC,CD Aranjuez UDC
AV52,13868162,UC,UC,CD Aranjuez UDC
AV10,11512020,UC,UC,CD Turbaco
AV16,10429680,UC,UC,CD Pereira
AV06,13982918,UC,UC,CD Tocancipa
AV50,12563070,UC,UC,CD Siberia
AV46,11671124,UC,UC,CD Cali
AV53,14032296,UC,UC,CD Bosa UDC
AV50,13887805,UC,UC,CD Siberia
AV06,14038789,UC,UC,CD Tocancipa
AV26,11427763,UC,UC,CD Autosur
AV68,14108914,KA,KA,CD Bodega MKP Tocancipá
AV49,14131539,UC,UC,CD Metroparque
AV17,14195666,UC,UC,CD Girardot
AV34,12795840,UC,UC,CD Puente Nacional
AV42,13198749,UC,UC,CD Tunja
AV20,11549909,UC,UC,CD Cucuta
AV20,11338628,UC,UC,CD Cucuta
AV55,10531399,UC,UC,CD Girardota
AV05,12210956,UD DSD,UD DSD,CD Itagüi
AV06,12470349,UC,UC,CD Tocancipa
AV10,13010363,UC,UC,CD Turbaco
AV42,14009710,UC,UC,CD Tunja
AV19,14137541,UC,UC,CD Villavicencio
AV70,12172907,UC,UC,CD Envigado UDC
AV46,12147658,UD DSD,UD DSD,CD Cali
AV47,11352614,UC,UC,CD Sibate
AV50,13650844,UC,UC,CD Siberia
AV57,11608736,UC,UC,CD Tulua
AV15,14153247,UC,UC,CD Pasto
AV04,13955836,UC,UC,CD Tibasosa
AV36,12405577,UC,UC,CD Fonseca
AV42,11616762,UC,UC,CD Tunja
AV20,13773723,UC,UC,CD Cucuta
AV68,12993699,UC,UC,CD Bodega MKP Tocancipá
AV47,10637185,UC,UC,CD Sibate
AV55,10997347,UC,UC,CD Girardota
AV15,14162555,UC,UC,CD Pasto
AV53,13925652,UC,UC,CD Bosa UDC
AV05,10520020,UC,UC,CD Itagüi
AV20,13500677,UC,UC,CD Cucuta
AV50,14171594,UC,UC,CD Siberia
AV19,13318545,UC,UC,CD Villavicencio
AV26,11671854,UC,UC,CD Autosur
AV66,13407225,UC,UC,CD Chiquinquira
AV05,13666718,UC,UC,CD Itagüi
AV26,13078842,UC,UC,CD Autosur
AV35,14057653,UC,UC,CD San Gil
AV46,13931727,UC,UC,CD Cali
AV53,12134292,UC,UC,CD Bosa UDC
AV46,10910986,UC,UC,CD Cali
AV13,11716189,UC,UC,CD Corozal
AV11,11611275,UC,UC,CD Santa Marta
AV69,12863400,UC,UC,CD CAR Torices UDC
AV20,13975678,UC,UC,CD Cucuta
AV47,13482952,UC,UC,CD Sibate
AV28,13010928,UC,UC,CD Popayan
AV57,12280269,UC,UC,CD Tulua
AV29,12126830,UC,UC,CD San Andres
AV74,10361512,UC,UC,CD La arenosa
AV10,14020782,UC,UC,CD Turbaco
AV49,10562826,UC,UC,CD Metroparque
AV39,12869274,UC,UC,CD Monteria
AV02,12194763,UC,UC,CD Bucaramanga
AV50,14031597,UC,UC,CD Siberia
AV26,10611993,UC,UC,CD Autosur
AV47,13995619,UC,UC,CD Sibate
AV04,13972213,UC,UC,CD Tibasosa
AV78,11441795,UC,UC,CD Montevideo
AV28,10451717,UC,UC,CD Popayan
AV23,12866495,UC,UC,CD Bucaramanga
AV23,14127278,UC,UC,CD Bucaramanga
AV20,11176418,UC,UC,CD Cucuta
AV10,10294931,UC,UC,CD Turbaco
AV11,11323482,UC,UC,CD Santa Marta
AV78,10625678,UC,UC,CD Montevideo
AV04,11488520,UC,UC,CD Tibasosa
AV46,10902360,UC,UC,CD Cali
AV13,13943269,UC,UC,CD Corozal
AV42,13479049,UC,UC,CD Tunja
AV18,10332958,UC,UC,CD Neiva
AV54,11351447,UC,UC,CD Engativa UDC
AV20,13482055,UC,UC,CD Cucuta
AV78,11263715,KA,UC,CD Montevideo
AV39,13872577,UC,UC,CD Monteria
AV49,10385433,UC,UC,CD Metroparque
AV22,11120322,UC,UC,CD Armenia
AV35,14180445,UC,UC,CD San Gil
AV42,13759049,UC,UC,CD Tunja
AV55,12624322,KA,UC,CD Girardota
AV55,10547475,UC,UC,CD Girardota
AV11,11313635,UC,UC,CD Santa Marta
AV22,12749361,UC,UC,CD Armenia
AV18,13474956,UC,UC,CD Neiva
AV28,13023566,UC,UC,CD Popayan
AV53,10762139,UC,UC,CD Bosa UDC
AV15,10470867,UC,UC,CD Pasto
AV71,10596971,UC,UC,CD Chapinero UDC
AV50,13957988,UC,UC,CD Siberia
AV06,14027215,UC,UC,CD Tocancipa
AV15,14007663,UC,UC,CD Pasto
AV46,12992349,KA,UC,CD Cali
AV10,13764114,UC,UC,CD Turbaco
AV12,13532564,UC,UC,CD Valledupar
AV28,11002202,UC,UC,CD Popayan
AV42,13768132,UC,UC,CD Tunja
AV06,13760861,UC,UC,CD Tocancipa
AV78,12928953,UC,UC,CD Montevideo
AV68,13079060,UC,UC,CD Bodega MKP Tocancipá
AV78,12470406,UC,UC,CD Montevideo
AV18,13169650,UC,UC,CD Neiva
AV78,11499824,UC,UC,CD Montevideo
AV18,13776448,UC,UC,CD Neiva
AV55,12717947,UC,UC,CD Girardota
AV28,14194967,KA,UC,CD Popayan
AV16,13976684,UC,UC,CD Pereira
AV46,14131269,UC,UC,CD Cali
AV17,11763253,UC,UC,CD Girardot
AV68,12549187,UC,UC,CD Bodega MKP Tocancipá
AV12,10264986,UC,UC,CD Valledupar
AV05,12981903,UC,UC,CD Itagüi
AV12,10264146,UC,UC,CD Valledupar
AV01,11194948,KA,KA,CD Yumbo
AV39,13404387,UC,UC,CD Monteria
AV53,10769197,UC,UC,CD Bosa UDC
AV71,14130917,UC,UC,CD Chapinero UDC
AV50,14190347,UC,UC,CD Siberia
AV04,11166420,UC,UC,CD Tibasosa
AV10,12600579,UC,UC,CD Turbaco
AV57,12591782,UC,UC,CD Tulua
AV15,11167040,UC,UC,CD Pasto
AV55,13222961,UC,UC,CD Girardota
AV55,10997602,UC,UC,CD Girardota
AV23,12728010,UC,UC,CD Bucaramanga
AV11,13800111,UC,UC,CD Santa Marta
AV05,10816812,UC,UC,CD Itagüi
AV40,12250875,UC,UC,CD Caucasia
AV74,10372310,UC,UC,CD La arenosa
AV74,13852866,UC,UC,CD La arenosa
AV10,10299061,UC,UC,CD Turbaco
AV46,11475827,UC,UC,CD Cali
AV05,10533643,UC,UC,CD Itagüi
AV46,11339266,UC,UC,CD Cali
AV05,14041866,UC,UC,CD Itagüi
AV17,12301824,UC,UC,CD Girardot
AV18,10337081,UC,UC,CD Neiva
AV06,13324347,UC,UC,CD Tocancipa
AV18,13489346,UC,UC,CD Neiva
AV26,11355297,UC,UC,CD Autosur
AV46,10902474,UC,UC,CD Cali
AV39,12696730,UC,UC,CD Monteria
AV50,10618640,UC,UC,CD Siberia
AV04,14189539,UC,UC,CD Tibasosa
AV74,11662467,UC,UC,CD La arenosa
AV11,11636539,UC,UC,CD Santa Marta
AV55,10997088,UC,UC,CD Girardota
AV17,13949417,UD DSD,UD DSD,CD Girardot
AV30,14084490,UC,UC,CD Riohacha
AV16,10824941,UC,UC,CD Pereira
AV55,13382132,UC,UC,CD Girardota
AV17,12757073,UC,UC,CD Girardot
AV20,13773009,UC,UC,CD Cucuta
AV42,10284172,UC,UC,CD Tunja
AV46,12447367,UC,UC,CD Cali
AV11,13034995,UC,UC,CD Santa Marta
AV24,13746549,UC,UC,CD Yopal
AV12,12420725,UC,UC,CD Valledupar
AV25,12532037,UC,UC,CD Honda
AV02,12219764,UC,UC,CD Bucaramanga
AV38,12681020,UC,UC,CD Curumani
AV15,12952083,UC,UC,CD Pasto
AV35,11342864,UC,UC,CD San Gil
AV52,11338705,UC,UC,CD Aranjuez UDC
AV18,13809604,UC,UC,CD Neiva
AV55,10514183,UC,UC,CD Girardota
AV42,13720321,UC,UC,CD Tunja
AV11,14165364,UC,UC,CD Santa Marta
AV05,13221441,UC,UC,CD Itagüi
AV19,12928744,UC,UC,CD Villavicencio
AV19,12274175,UC,UC,CD Villavicencio
AV71,12122874,UC,UC,CD Chapinero UDC
AV50,12504856,UC,UC,CD Siberia
AV30,12240198,UC,UC,CD Riohacha
AV35,12537816,UC,UC,CD San Gil
AV55,10998674,UC,UC,CD Girardota
AV39,13544080,UC,UC,CD Monteria
AV26,13679919,UC,UC,CD Autosur
AV04,12949841,UC,UC,CD Tibasosa
AV47,13077935,UC,UC,CD Sibate
AV18,13479193,UC,UC,CD Neiva
AV17,12142401,UC,UC,CD Girardot
AV70,13918151,UC,UC,CD Envigado UDC
AV05,13529899,UC,UC,CD Itagüi
AV55,13723670,UC,UC,CD Girardota
AV66,11228420,UC,UC,CD Chiquinquira
AV17,11333622,UC,UC,CD Girardot
AV55,10516545,UC,UC,CD Girardota
AV05,11675208,UC,UC,CD Itagüi
AV47,13200728,UC,UC,CD Sibate
AV22,13761761,UC,UC,CD Armenia
AV22,14141103,UC,UC,CD Armenia
AV50,13039396,UC,UC,CD Siberia
AV53,14127443,UC,UC,CD Bosa UDC
AV46,12590102,UD DSD,UD DSD,CD Cali
AV23,11402269,UC,UC,CD Bucaramanga
AV12,12398938,UC,UC,CD Valledupar
AV49,10383576,UC,UC,CD Metroparque
AV55,12653536,UC,UC,CD Girardota
AV20,13475564,UC,UC,CD Cucuta
AV72,11389902,UC,UC,CD Cenfer UDC
AV20,13498993,UC,UC,CD Cucuta
AV24,11125868,UC,UC,CD Yopal
AV12,10263570,UC,UC,CD Valledupar
AV22,12570854,UC,UC,CD Armenia
AV15,10462356,UC,UC,CD Pasto
AV49,12234253,UC,UC,CD Metroparque
AV50,10958380,UC,UC,CD Siberia
AV13,11392526,UC,UC,CD Corozal
AV46,10911764,UC,UC,CD Cali
AV06,12945770,UC,UC,CD Tocancipa
AV70,12431122,UC,UC,CD Envigado UDC
AV66,13549894,UC,UC,CD Chiquinquira
AV55,10995246,UC,UC,CD Girardota
AV10,14172423,UC,UC,CD Turbaco
AV49,14080302,UC,UC,CD Metroparque
AV20,12947476,UC,UC,CD Cucuta
AV78,13769164,UC,UC,CD Montevideo
AV57,13450824,UC,UC,CD Tulua
AV50,10633539,UC,UC,CD Siberia
AV39,13530515,UC,UC,CD Monteria
AV57,13728797,UC,UC,CD Tulua
AV53,11459406,UC,UC,CD Bosa UDC
AV05,13075913,UC,UC,CD Itagüi
AV78,13495576,UC,UC,CD Montevideo
AV11,13964426,UC,UC,CD Santa Marta
AV11,13654425,UC,UC,CD Santa Marta
AV50,12947703,UC,UC,CD Siberia
AV24,11122025,UC,UC,CD Yopal
AV26,12666597,UC,UC,CD Autosur
AV19,12768359,UC,UC,CD Villavicencio
AV46,13929515,UD DSD,UD DSD,CD Cali
AV11,10150065,UC,UC,CD Santa Marta
AV50,12175355,UC,UC,CD Siberia
AV28,10323206,UC,UC,CD Popayan
AV13,12563584,UC,UC,CD Corozal
AV50,11345376,UC,UC,CD Siberia
AV26,14155753,UC,UC,CD Autosur
AV06,13166922,UC,UC,CD Tocancipa
AV52,13356118,UC,UC,CD Aranjuez UDC
AV04,13045688,UC,UC,CD Tibasosa
AV70,10932057,UC,UC,CD Envigado UDC
AV18,10336916,UC,UC,CD Neiva
AV42,12154137,UC,UC,CD Tunja
